Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),AT (°C),RH (%),WS (m/s),TOT-RF (mm),SR (W/mt2),hour,day,month,month_name,day_of_week,is_weekend,season,time_of_day,station,SI_PM2.5,SI_PM10,SI_SO2,SI_CO,SI_Ozone,AQI,AQI_Category
2025-04-29 02:00:00,11.44,74.88,2.62,34.38,0.2,0.17833333333333334,0.04,24.92,74.92,1.02,0.0,0.0,2,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,19.07,75.38,42.98,10.0,0.18,75.38,Satisfactory
2025-04-29 03:00:00,11.49,64.24,2.73,32.89,0.14,0.15666666666666668,0.03,24.89,75.37,0.85,0.0,0.0,3,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,19.15,64.96,41.11,7.0,0.16,64.96,Satisfactory
2025-04-29 04:00:00,11.1,48.79,2.69,32.68,0.12,0.135,0.02,24.84,75.59,1.13,0.0,0.0,4,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,18.5,48.79,40.85,6.0,0.14,48.79,Good
2025-04-29 05:00:00,10.71,43.4,2.68,32.35,0.11,,0.02,24.9,75.81,0.88,0.0,0.0,5,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,17.85,43.4,40.44,5.5,,43.4,Good
2025-04-29 06:00:00,10.32,40.92,2.51,32.47,0.12,,0.03,25.45,74.25,0.79,0.0,0.0,6,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,17.2,40.92,40.59,6.0,,40.92,Good
2025-04-29 07:00:00,9.93,65.23,2.64,32.76,0.15,0.07,0.03,27.04,69.44,1.03,0.0,0.0,7,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,16.55,65.93,40.95,7.5,0.07,65.93,Satisfactory
2025-04-29 08:00:00,11.49,53.29,2.65,32.59,0.18,0.59,0.04,29.51,61.87,0.91,0.0,0.0,8,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,19.15,54.22,40.74,9.0,0.59,54.22,Satisfactory
2025-04-29 09:00:00,16.67,72.83,2.7,32.41,0.2,2.71,0.04,31.38,55.77,1.08,0.0,0.0,9,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,27.78,73.37,40.51,10.0,2.71,73.37,Satisfactory
2025-04-29 10:00:00,12.68,65.48,2.67,32.86,0.24,32.07,0.05,33.64,48.98,1.25,0.0,0.0,10,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,21.13,66.17,41.08,12.0,32.07,66.17,Satisfactory
2025-04-29 11:00:00,18.63,73.68,2.53,32.82,0.28,12.94,0.06,35.42,43.26,0.96,0.0,0.0,11,29,4,Apr,Tuesday,False,Summer,Morning,bhelupur,31.05,74.21,41.02,14.0,12.94,74.21,Satisfactory
2025-04-29 12:00:00,18.18,81.33,2.66,32.55,0.28,26.71,0.06,37.04,37.67,1.18,0.0,0.0,12,29,4,Apr,Tuesday,False,Summer,Afternoon,bhelupur,30.3,81.7,40.69,14.0,26.71,81.7,Satisfactory
2025-04-29 13:00:00,14.92,71.32,2.79,32.47,0.26,26.82,0.05,38.58,34.13,0.76,0.0,0.0,13,29,4,Apr,Tuesday,False,Summer,Afternoon,bhelupur,24.87,71.89,40.59,13.0,26.82,71.89,Satisfactory
2025-04-29 14:00:00,11.7,68.55,2.64,32.12,0.25,22.08,0.05,39.3,32.57,0.94,0.0,0.0,14,29,4,Apr,Tuesday,False,Summer,Afternoon,bhelupur,19.5,69.18,40.15,12.5,22.08,69.18,Satisfactory
2025-04-29 15:00:00,12.71,67.0,2.58,32.29,0.25,18.76,0.05,38.85,33.62,0.99,0.0,0.0,15,29,4,Apr,Tuesday,False,Summer,Afternoon,bhelupur,21.18,67.66,40.36,12.5,18.76,67.66,Satisfactory
2025-04-29 16:00:00,12.81,75.0,2.8,32.66,0.24,19.36,0.05,36.85,38.18,1.0,0.0,0.0,16,29,4,Apr,Tuesday,False,Summer,Afternoon,bhelupur,21.35,75.5,40.82,12.0,19.36,75.5,Satisfactory
2025-04-29 17:00:00,14.55,122.48,2.73,32.52,0.24,21.7,0.05,33.84,43.5,1.48,0.0,0.0,17,29,4,Apr,Tuesday,False,Summer,Evening,bhelupur,24.25,115.84,40.65,12.0,21.7,115.84,Moderate
2025-04-29 18:00:00,13.76,151.19,2.67,32.51,0.22,11.36,0.04,31.94,47.36,1.07,0.0,0.0,18,29,4,Apr,Tuesday,False,Summer,Evening,bhelupur,22.93,134.79,40.64,11.0,11.36,134.79,Moderate
2025-04-29 19:00:00,13.71,97.68,2.58,32.51,0.22,8.14,0.04,30.59,52.26,0.9,0.0,0.0,19,29,4,Apr,Tuesday,False,Summer,Evening,bhelupur,22.85,97.73,40.64,11.0,8.14,97.73,Satisfactory
2025-04-29 20:00:00,12.51,71.83,2.69,32.62,0.23,6.9,0.04,29.78,55.9,1.44,0.0,0.0,20,29,4,Apr,Tuesday,False,Summer,Evening,bhelupur,20.85,72.39,40.77,11.5,6.9,72.39,Satisfactory
2025-04-29 21:00:00,14.73,60.83,2.65,32.64,0.25,4.29,0.05,29.12,57.34,0.82,0.0,0.0,21,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,24.55,61.61,40.8,12.5,4.29,61.61,Satisfactory
2025-04-29 22:00:00,12.29,57.0,2.72,32.7,0.24,3.28,0.05,28.38,60.48,0.94,0.0,0.0,22,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,20.48,57.86,40.88,12.0,3.28,57.86,Satisfactory
2025-04-29 23:00:00,13.08,64.67,2.6,32.5,0.22,1.96,0.04,27.93,61.06,0.79,0.0,0.0,23,29,4,Apr,Tuesday,False,Summer,Night,bhelupur,21.8,65.38,40.62,11.0,1.96,65.38,Satisfactory
2025-04-30 00:00:00,13.08,52.73,2.74,32.51,0.2,2.11,0.04,27.44,64.54,0.7,0.0,0.0,0,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,21.8,53.68,40.64,10.0,2.11,53.68,Satisfactory
2025-04-30 01:00:00,12.105,54.48,2.64,32.72,0.19,0.96,0.04,26.75,67.0,0.88,0.0,0.0,1,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,20.18,55.39,40.9,9.5,0.96,55.39,Satisfactory
2025-04-30 02:00:00,11.13,47.16,2.57,32.74,0.18,0.41,0.04,26.14,68.1,0.72,0.0,0.0,2,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,18.55,47.16,40.93,9.0,0.41,47.16,Good
2025-04-30 03:00:00,12.03,54.75,2.59,32.45,0.17,1.01,0.03,25.94,69.59,1.0,0.0,0.0,3,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,20.05,55.66,40.56,8.5,1.01,55.66,Satisfactory
2025-04-30 04:00:00,11.19,37.95,2.64,32.64,0.16,0.81,0.03,25.33,72.36,0.82,0.0,0.0,4,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,18.65,37.95,40.8,8.0,0.81,40.8,Good
2025-04-30 05:00:00,12.42,50.81,2.63,32.46,0.16,0.18,0.03,24.82,74.49,0.72,0.0,0.0,5,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,20.7,51.79,40.58,8.0,0.18,51.79,Satisfactory
2025-04-30 06:00:00,12.42,47.3,2.58,32.62,0.15,0.2,0.03,25.28,74.62,0.9,0.0,0.0,6,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,20.7,47.3,40.77,7.5,0.2,47.3,Good
2025-04-30 07:00:00,12.2925,59.05,2.65,32.47,0.16,0.22,0.03,27.26,69.89,0.9,0.0,0.0,7,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,20.49,59.87,40.59,8.0,0.22,59.87,Satisfactory
2025-04-30 08:00:00,12.165,66.28,2.61,32.64,0.19,1.21,0.04,29.45,64.0,1.5,0.0,0.0,8,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,20.27,66.95,40.8,9.5,1.21,66.95,Satisfactory
2025-04-30 09:00:00,12.0375,70.09,2.71,32.54,0.22,20.02,0.04,31.9,56.45,1.86,0.0,0.0,9,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,20.06,70.69,40.67,11.0,20.02,70.69,Satisfactory
2025-04-30 10:00:00,11.91,70.02,2.7,32.79,0.27,23.16,0.06,34.22,46.94,0.98,0.0,0.0,10,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,19.85,70.62,40.99,13.5,23.16,70.62,Satisfactory
2025-04-30 11:00:00,11.52,64.02,2.85,32.65,0.26,26.299999999999997,0.05,36.04,40.66,1.01,0.0,0.0,11,30,4,Apr,Wednesday,False,Summer,Morning,bhelupur,19.2,64.74,40.81,13.0,26.3,64.74,Satisfactory
2025-04-30 12:00:00,9.41,55.34,2.8,32.78,0.23,29.439999999999998,0.04,37.36,36.74,1.01,0.0,0.0,12,30,4,Apr,Wednesday,False,Summer,Afternoon,bhelupur,15.68,56.23,40.98,11.5,29.44,56.23,Satisfactory
2025-04-30 13:00:00,10.2,62.12,2.66,33.01,0.22,,0.04,38.04,35.08,1.26,0.0,0.0,13,30,4,Apr,Wednesday,False,Summer,Afternoon,bhelupur,17.0,62.88,41.26,11.0,,62.88,Satisfactory
2025-04-30 14:00:00,11.55,48.55,2.56,32.8,0.34,35.72,0.07,38.73,34.2,1.25,0.0,0.0,14,30,4,Apr,Wednesday,False,Summer,Afternoon,bhelupur,19.25,48.55,41.0,17.0,35.72,48.55,Good
2025-04-30 15:00:00,12.25,58.46,2.56,33.14,0.36,26.68,0.07,38.84,33.24,1.12,0.0,0.0,15,30,4,Apr,Wednesday,False,Summer,Afternoon,bhelupur,20.42,59.29,41.42,18.0,26.68,59.29,Satisfactory
2025-04-30 16:00:00,11.23,52.74,2.58,32.96,0.34,29.74,0.07,37.24,38.08,1.31,0.0,0.0,16,30,4,Apr,Wednesday,False,Summer,Afternoon,bhelupur,18.72,53.69,41.2,17.0,29.74,53.69,Satisfactory
2025-04-30 17:00:00,12.45,63.87,2.51,32.99,0.4,16.55,0.08,35.07,43.39,1.53,0.0,0.0,17,30,4,Apr,Wednesday,False,Summer,Evening,bhelupur,20.75,64.59,41.24,20.0,16.55,64.59,Satisfactory
2025-04-30 18:00:00,14.22,66.73,2.6,32.64,0.4,15.82,0.08,33.49,48.55,1.27,0.0,0.0,18,30,4,Apr,Wednesday,False,Summer,Evening,bhelupur,23.7,67.4,40.8,20.0,15.82,67.4,Satisfactory
2025-04-30 19:00:00,12.54,77.36,2.66,32.96,0.39,12.57,0.08,32.41,52.42,1.11,0.0,0.0,19,30,4,Apr,Wednesday,False,Summer,Evening,bhelupur,20.9,77.81,41.2,19.5,12.57,77.81,Satisfactory
2025-04-30 20:00:00,11.97,65.86,2.61,33.12,0.38,8.8,0.07,31.52,55.22,0.78,0.0,0.0,20,30,4,Apr,Wednesday,False,Summer,Evening,bhelupur,19.95,66.54,41.4,19.0,8.8,66.54,Satisfactory
2025-04-30 21:00:00,13.35,62.97,2.78,32.96,0.36,7.9,0.07,30.64,58.33,0.67,0.0,0.0,21,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,22.25,63.71,41.2,18.0,7.9,63.71,Satisfactory
2025-04-30 22:00:00,14.2,76.9,2.68,32.6,0.34,6.27,0.07,30.02,59.63,0.84,0.0,0.0,22,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,23.67,77.36,40.75,17.0,6.27,77.36,Satisfactory
2025-04-30 23:00:00,13.838,72.35,2.66,32.46,0.3,5.57,0.06,29.41,61.12,0.48,0.0,0.0,23,30,4,Apr,Wednesday,False,Summer,Night,bhelupur,23.06,72.9,40.58,15.0,5.57,72.9,Satisfactory
2025-05-01 00:00:00,13.475999999999999,68.26,2.53,32.77,0.26,3.7,0.05,28.73,63.28,0.52,0.0,0.0,0,1,5,May,Thursday,False,Summer,Night,bhelupur,22.46,68.89,40.96,13.0,3.7,68.89,Satisfactory
2025-05-01 01:00:00,13.114,56.49,2.62,32.78,0.25,3.68,0.05,28.32,64.81,0.9,0.0,0.0,1,1,5,May,Thursday,False,Summer,Night,bhelupur,21.86,57.36,40.98,12.5,3.68,57.36,Satisfactory
2025-05-01 02:00:00,12.752,57.44,2.57,32.82,0.22,2.65,0.04,27.8,66.45,0.98,0.0,0.0,2,1,5,May,Thursday,False,Summer,Night,bhelupur,21.25,58.29,41.02,11.0,2.65,58.29,Satisfactory
2025-05-01 03:00:00,12.39,44.72,2.71,33.08,0.2,1.4,0.04,27.16,68.4,0.68,0.0,0.0,3,1,5,May,Thursday,False,Summer,Night,bhelupur,20.65,44.72,41.35,10.0,1.4,44.72,Good
2025-05-01 04:00:00,12.76,43.27,2.68,32.92,0.18,0.59,0.04,26.74,70.32,0.73,0.0,0.0,4,1,5,May,Thursday,False,Summer,Night,bhelupur,21.27,43.27,41.15,9.0,0.59,43.27,Good
2025-05-01 05:00:00,12.54,52.1,2.68,33.03,0.17,0.29,0.03,26.36,72.35,0.54,0.0,0.0,5,1,5,May,Thursday,False,Summer,Morning,bhelupur,20.9,53.06,41.29,8.5,0.29,53.06,Satisfactory
2025-05-01 06:00:00,12.68,58.72,2.67,33.0,0.18,0.365,0.04,26.89,71.54,0.88,0.0,0.0,6,1,5,May,Thursday,False,Summer,Morning,bhelupur,21.13,59.55,41.25,9.0,0.36,59.55,Satisfactory
2025-05-01 07:00:00,12.69,84.28,2.6,32.84,0.2,0.44,0.04,29.23,65.54,0.99,0.0,0.0,7,1,5,May,Thursday,False,Summer,Morning,bhelupur,21.15,84.59,41.05,10.0,0.44,84.59,Satisfactory
2025-05-01 08:00:00,13.116,74.6,2.52,32.68,0.22,1.94,0.04,32.14,57.54,0.91,0.0,0.0,8,1,5,May,Thursday,False,Summer,Morning,bhelupur,21.86,75.11,40.85,11.0,1.94,75.11,Satisfactory
2025-05-01 09:00:00,13.542,85.25,2.64,32.8,0.24,4.56,0.05,34.82,48.22,1.03,0.0,0.0,9,1,5,May,Thursday,False,Summer,Morning,bhelupur,22.57,85.55,41.0,12.0,4.56,85.55,Satisfactory
2025-05-01 10:00:00,13.968,71.74,2.57,33.02,0.24,8.58,0.05,37.05,40.92,0.84,0.0,0.0,10,1,5,May,Thursday,False,Summer,Morning,bhelupur,23.28,72.31,41.28,12.0,8.58,72.31,Satisfactory
2025-05-01 11:00:00,14.394,64.41,2.68,33.66,0.25,14.04,0.05,37.22,39.85,1.11,0.0,0.0,11,1,5,May,Thursday,False,Summer,Morning,bhelupur,23.99,65.12,42.07,12.5,14.04,65.12,Satisfactory
2025-05-01 12:00:00,14.82,69.39,2.7,34.07,0.28,18.45,0.06,37.77,38.86,1.4,0.0,0.0,12,1,5,May,Thursday,False,Summer,Afternoon,bhelupur,24.7,70.0,42.59,14.0,18.45,70.0,Satisfactory
2025-05-01 13:00:00,15.32,65.52,2.8,33.99,0.28,21.76,0.06,38.39,37.98,1.47,0.0,0.0,13,1,5,May,Thursday,False,Summer,Afternoon,bhelupur,25.53,66.21,42.49,14.0,21.76,66.21,Satisfactory
2025-05-01 14:00:00,15.03,64.75,2.74,33.49,0.28,22.04,0.06,38.67,39.47,1.17,0.0,0.0,14,1,5,May,Thursday,False,Summer,Afternoon,bhelupur,25.05,65.45,41.86,14.0,22.04,65.45,Satisfactory
2025-05-01 15:00:00,13.6,63.73,2.61,33.63,0.29,22.84,0.06,38.13,39.61,1.38,0.0,0.0,15,1,5,May,Thursday,False,Summer,Afternoon,bhelupur,22.67,64.46,42.04,14.5,22.84,64.46,Satisfactory
2025-05-01 16:00:00,15.66,69.92,2.66,33.71,0.26,20.82,0.05,36.74,39.77,1.14,0.0,0.0,16,1,5,May,Thursday,False,Summer,Afternoon,bhelupur,26.1,70.52,42.14,13.0,20.82,70.52,Satisfactory
2025-05-01 17:00:00,14.73,125.66,2.58,33.49,0.21,17.21,0.04,34.4,42.48,1.1,0.0,0.0,17,1,5,May,Thursday,False,Summer,Evening,bhelupur,24.55,117.94,41.86,10.5,17.21,117.94,Moderate
2025-05-01 18:00:00,13.52,112.09,2.56,33.25,0.2,14.26,0.04,32.85,44.16,1.2,0.0,0.0,18,1,5,May,Thursday,False,Summer,Evening,bhelupur,22.53,108.98,41.56,10.0,14.26,108.98,Moderate
2025-05-01 19:00:00,13.36,103.52,2.58,33.33,0.21,9.67,0.04,31.48,44.85,1.64,0.0,0.0,19,1,5,May,Thursday,False,Summer,Evening,bhelupur,22.27,103.32,41.66,10.5,9.67,103.32,Moderate
2025-05-01 20:00:00,13.286666666666667,74.67,2.79,33.02,0.21,5.28,0.04,30.31,49.44,0.97,0.0,0.0,20,1,5,May,Thursday,False,Summer,Evening,bhelupur,22.14,75.18,41.28,10.5,5.28,75.18,Satisfactory
2025-05-01 21:00:00,13.213333333333333,50.19,2.66,33.24,0.25,2.91,0.05,29.41,47.83,0.67,0.0,0.0,21,1,5,May,Thursday,False,Summer,Night,bhelupur,22.02,51.19,41.55,12.5,2.91,51.19,Satisfactory
2025-05-01 22:00:00,13.14,65.68,2.7,33.68,0.28,1.32,0.06,28.49,49.32,0.7,0.0,0.0,22,1,5,May,Thursday,False,Summer,Night,bhelupur,21.9,66.37,42.1,14.0,1.32,66.37,Satisfactory
2025-05-01 23:00:00,13.05,61.57,2.54,33.58,0.26,0.83,0.05,27.45,52.05,0.7,0.0,0.0,23,1,5,May,Thursday,False,Summer,Night,bhelupur,21.75,62.34,41.97,13.0,0.83,62.34,Satisfactory
2025-05-02 00:00:00,13.56,58.35,2.72,33.57,0.26,0.72,0.05,26.68,54.32,0.68,0.0,0.0,0,2,5,May,Friday,False,Summer,Night,bhelupur,22.6,59.18,41.96,13.0,0.72,59.18,Satisfactory
2025-05-02 01:00:00,15.76,60.92,2.66,33.76,0.25,0.68,0.05,25.96,57.4,0.56,0.0,0.0,1,2,5,May,Friday,False,Summer,Night,bhelupur,26.27,61.7,42.2,12.5,0.68,61.7,Satisfactory
2025-05-02 02:00:00,14.2725,52.86,2.56,33.39,0.23,0.67,0.04,25.14,60.49,0.67,0.0,0.0,2,2,5,May,Friday,False,Summer,Night,bhelupur,23.79,53.8,41.74,11.5,0.67,53.8,Satisfactory
2025-05-02 03:00:00,12.785,44.54,2.67,33.58,0.2,0.44,0.04,24.47,61.4,0.69,0.0,0.0,3,2,5,May,Friday,False,Summer,Night,bhelupur,21.31,44.54,41.97,10.0,0.44,44.54,Good
2025-05-02 04:00:00,11.2975,40.19,2.67,33.65,0.19,0.402,0.04,23.97,62.5,1.0,0.0,0.0,4,2,5,May,Friday,False,Summer,Night,bhelupur,18.83,40.19,42.06,9.5,0.4,42.06,Good
2025-05-02 05:00:00,9.81,35.86,2.58,33.72,0.16,0.364,0.03,23.28,64.22,0.82,0.0,0.0,5,2,5,May,Friday,False,Summer,Morning,bhelupur,16.35,35.86,42.15,8.0,0.36,42.15,Good
2025-05-02 06:00:00,8.63,50.45,2.61,33.63,0.15,0.326,0.03,23.97,62.81,0.7,0.0,0.0,6,2,5,May,Friday,False,Summer,Morning,bhelupur,14.38,51.44,42.04,7.5,0.33,51.44,Satisfactory
2025-05-02 07:00:00,10.15,55.4,2.77,33.39,0.15,,0.03,26.92,55.78,0.88,0.0,0.0,7,2,5,May,Friday,False,Summer,Morning,bhelupur,16.92,56.29,41.74,7.5,,56.29,Satisfactory
2025-05-02 08:00:00,9.27,55.9,2.69,33.32,0.15,0.25,0.03,30.16,48.14,0.78,0.0,0.0,8,2,5,May,Friday,False,Summer,Morning,bhelupur,15.45,56.78,41.65,7.5,0.25,56.78,Satisfactory
2025-05-02 09:00:00,8.74,50.95,2.66,32.86,0.15,2.8,0.03,32.7,41.32,1.06,0.0,0.0,9,2,5,May,Friday,False,Summer,Morning,bhelupur,14.57,51.93,41.08,7.5,2.8,51.93,Satisfactory
2025-05-02 10:00:00,8.7,57.92,2.6,33.25,0.15,32.24,0.03,34.88,35.88,1.03,0.0,0.0,10,2,5,May,Friday,False,Summer,Morning,bhelupur,14.5,58.76,41.56,7.5,32.24,58.76,Satisfactory
2025-05-02 11:00:00,7.68,58.31,2.68,32.98,0.16,17.86,0.03,36.37,33.07,1.12,0.0,0.0,11,2,5,May,Friday,False,Summer,Morning,bhelupur,12.8,59.14,41.22,8.0,17.86,59.14,Satisfactory
2025-05-02 12:00:00,6.66,43.6,2.55,32.89,0.17,14.87,0.04,36.35,31.71,1.44,0.0,0.0,12,2,5,May,Friday,False,Summer,Afternoon,bhelupur,11.1,43.6,41.11,8.5,14.87,43.6,Good
2025-05-02 13:00:00,5.06,36.42,2.62,32.88,0.19,15.44,0.04,38.5,30.56,0.92,0.0,0.0,13,2,5,May,Friday,False,Summer,Afternoon,bhelupur,8.43,36.42,41.1,9.5,15.44,41.1,Good
2025-05-02 14:00:00,6.36,32.18,2.57,34.63,0.2,13.72,0.04,38.6,31.2,1.08,0.0,0.0,14,2,5,May,Friday,False,Summer,Afternoon,bhelupur,10.6,32.18,43.29,10.0,13.72,43.29,Good
2025-05-02 15:00:00,7.01,31.58,2.47,37.47,0.28,5.91,0.06,38.33,31.26,1.08,0.0,0.0,15,2,5,May,Friday,False,Summer,Afternoon,bhelupur,11.68,31.58,46.84,14.0,5.91,46.84,Good
2025-05-02 16:00:00,7.05,39.46,2.55,36.67,0.3,13.87,0.06,37.58,33.2,1.0,0.0,0.0,16,2,5,May,Friday,False,Summer,Afternoon,bhelupur,11.75,39.46,45.84,15.0,13.87,45.84,Good
2025-05-02 17:00:00,8.84,49.34,2.56,33.83,0.24,22.36,0.05,35.37,36.24,0.67,0.0,0.0,17,2,5,May,Friday,False,Summer,Evening,bhelupur,14.73,49.34,42.29,12.0,22.36,49.34,Good
2025-05-02 18:00:00,10.629999999999999,51.99,2.59,33.51,0.28,11.54,0.06,33.44,40.57,0.48,0.0,0.0,18,2,5,May,Friday,False,Summer,Evening,bhelupur,17.72,52.95,41.89,14.0,11.54,52.95,Satisfactory
2025-05-02 19:00:00,12.42,56.91,2.62,33.8,0.41,6.25,0.08,32.2,43.26,0.4,0.0,0.0,19,2,5,May,Friday,False,Summer,Evening,bhelupur,20.7,57.77,42.25,20.5,6.25,57.77,Satisfactory
2025-05-02 20:00:00,14.55,81.39,2.6,34.08,0.46,5.3,0.09,31.58,44.77,0.45,0.0,0.0,20,2,5,May,Friday,False,Summer,Evening,bhelupur,24.25,81.76,42.6,23.0,5.3,81.76,Satisfactory
2025-05-02 21:00:00,17.14,84.94,2.55,34.3,0.55,6.33,0.11,31.28,44.97,0.39,0.0,0.0,21,2,5,May,Friday,False,Summer,Night,bhelupur,28.57,85.24,42.88,27.5,6.33,85.24,Satisfactory
2025-05-02 22:00:00,17.31,86.74,2.64,34.42,0.58,7.37,0.12,30.38,47.68,0.36,0.0,0.0,22,2,5,May,Friday,False,Summer,Night,bhelupur,28.85,87.01,43.03,29.0,7.37,87.01,Satisfactory
2025-05-02 23:00:00,28.08,113.36,2.77,34.74,0.64,8.88,0.13,29.75,49.94,0.43,0.0,0.0,23,2,5,May,Friday,False,Summer,Night,bhelupur,46.8,109.82,43.43,32.0,8.88,109.82,Moderate
2025-05-03 00:00:00,38.85,134.84,2.55,35.29,0.65,10.81,0.13,29.19,50.52,0.56,0.0,0.0,0,3,5,May,Saturday,True,Summer,Night,bhelupur,65.45,123.99,44.11,32.5,10.81,123.99,Moderate
2025-05-03 01:00:00,35.45,118.7,2.72,35.19,0.62,10.16,0.12,28.64,52.23,0.49,0.0,0.0,1,3,5,May,Saturday,True,Summer,Night,bhelupur,59.9,113.34,43.99,31.0,10.16,113.34,Moderate
2025-05-03 02:00:00,30.54,104.06,2.64,35.12,0.55,8.7,0.11,28.24,53.8,0.5,0.0,0.0,2,3,5,May,Saturday,True,Summer,Night,bhelupur,51.88,103.68,43.9,27.5,8.7,103.68,Moderate
2025-05-03 03:00:00,30.54,81.46,2.63,34.76,0.47,6.27,0.1,28.14,56.04,0.58,0.0,0.0,3,3,5,May,Saturday,True,Summer,Night,bhelupur,51.88,81.83,43.45,23.5,6.27,81.83,Satisfactory
2025-05-03 04:00:00,24.06,59.87,2.66,34.7,0.41,3.88,0.08,27.82,57.64,0.43,0.0,0.0,4,3,5,May,Saturday,True,Summer,Night,bhelupur,40.1,60.67,43.38,20.5,3.88,60.67,Satisfactory
2025-05-03 05:00:00,17.58,62.39,2.68,34.69,0.38,3.1,0.07,27.36,60.52,0.52,0.0,0.0,5,3,5,May,Saturday,True,Summer,Morning,bhelupur,29.3,63.14,43.36,19.0,3.1,63.14,Satisfactory
2025-05-03 06:00:00,19.66,83.0,2.6,34.58,0.37,2.38,0.07,27.72,61.16,0.6,0.0,0.0,6,3,5,May,Saturday,True,Summer,Morning,bhelupur,32.77,83.34,43.22,18.5,2.38,83.34,Satisfactory
2025-05-03 07:00:00,18.93,88.02,2.64,34.56,0.38,2.54,0.08,30.22,55.69,0.82,0.0,0.0,7,3,5,May,Saturday,True,Summer,Morning,bhelupur,31.55,88.26,43.2,19.0,2.54,88.26,Satisfactory
2025-05-03 08:00:00,21.33,84.34,2.6,34.24,0.38,5.12,0.07,33.31,48.7,0.88,0.0,0.0,8,3,5,May,Saturday,True,Summer,Morning,bhelupur,35.55,84.65,42.8,19.0,5.12,84.65,Satisfactory
2025-05-03 09:00:00,17.53,98.16,2.75,34.53,0.36,9.52,0.07,35.59,44.08,0.79,0.0,0.0,9,3,5,May,Saturday,True,Summer,Morning,bhelupur,29.22,98.2,43.16,18.0,9.52,98.2,Satisfactory
2025-05-03 10:00:00,17.62,79.85,2.53,34.44,0.38,13.41,0.07,36.2,41.34,1.36,0.0,0.0,10,3,5,May,Saturday,True,Summer,Morning,bhelupur,29.37,80.25,43.05,19.0,13.41,80.25,Satisfactory
2025-05-03 11:00:00,16.366666666666667,68.62,2.7,33.97,0.37,15.41,0.07,37.92,37.29,1.01,0.0,0.0,11,3,5,May,Saturday,True,Summer,Morning,bhelupur,27.28,69.25,42.46,18.5,15.41,69.25,Satisfactory
2025-05-03 12:00:00,15.113333333333333,67.83,2.62,34.18,0.38,21.92,0.07,38.89,35.43,1.45,0.0,0.0,12,3,5,May,Saturday,True,Summer,Afternoon,bhelupur,25.19,68.47,42.73,19.0,21.92,68.47,Satisfactory
2025-05-03 13:00:00,13.86,60.0,2.61,34.45,0.36,21.77,0.07,39.75,32.55,1.21,0.0,0.0,13,3,5,May,Saturday,True,Summer,Afternoon,bhelupur,23.1,60.8,43.06,18.0,21.77,60.8,Satisfactory
2025-05-03 14:00:00,11.34,50.75,2.71,34.29,0.33,21.02,0.07,40.01,31.48,1.24,0.0,0.0,14,3,5,May,Saturday,True,Summer,Afternoon,bhelupur,18.9,51.73,42.86,16.5,21.02,51.73,Satisfactory
2025-05-03 15:00:00,11.12,55.75,2.69,34.19,0.32,18.66,0.06,39.68,31.88,1.56,0.0,0.0,15,3,5,May,Saturday,True,Summer,Afternoon,bhelupur,18.53,56.63,42.74,16.0,18.66,56.63,Satisfactory
2025-05-03 16:00:00,10.68,64.99,2.68,33.74,0.34,18.91,0.07,38.38,32.93,1.42,0.0,0.0,16,3,5,May,Saturday,True,Summer,Afternoon,bhelupur,17.8,65.69,42.18,17.0,18.91,65.69,Satisfactory
2025-05-03 17:00:00,11.52,77.14,2.66,34.25,0.4,16.88,0.08,36.69,35.17,0.94,0.0,0.0,17,3,5,May,Saturday,True,Summer,Evening,bhelupur,19.2,77.6,42.81,20.0,16.88,77.6,Satisfactory
2025-05-03 18:00:00,13.38,73.49,2.49,34.34,0.56,14.77,0.12,35.39,38.45,1.12,0.0,0.0,18,3,5,May,Saturday,True,Summer,Evening,bhelupur,22.3,74.02,42.93,28.0,14.77,74.02,Satisfactory
