Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),AT (°C),RH (%),WS (m/s),TOT-RF (mm),SR (W/mt2),hour,day,month,month_name,day_of_week,is_weekend,season,time_of_day,station,SI_PM2.5,SI_PM10,SI_SO2,SI_CO,SI_Ozone,AQI,AQI_Category
2025-01-01 00:00:00,16.5,21.75,3.57,12.58,0.16,13.96,0.64,15.8,80.75,0.75,,18.0,0,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,27.5,21.75,15.72,8.0,13.96,27.5,Good
2025-01-01 01:00:00,16.67,22.33,3.51,11.86,0.26,12.64,0.64,12.92,82.5,1.0,,18.0,1,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,27.78,22.33,14.82,13.0,12.64,27.78,Good
2025-01-01 02:00:00,13.33,18.0,3.84,13.76,0.24,12.69,0.8,12.77,80.33,0.73,,18.0,2,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,22.22,18.0,17.2,12.0,12.69,22.22,Good
2025-01-01 03:00:00,11.67,15.33,5.6,15.85,0.1,12.89,0.96,12.48,80.25,0.88,,18.0,3,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,19.45,15.33,19.81,5.0,12.89,19.81,Good
2025-01-01 04:00:00,10.67,14.0,4.61,14.67,0.11,12.74,0.96,12.3,80.5,0.85,,51.25,4,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,17.78,14.0,18.34,5.5,12.74,18.34,Good
2025-01-01 05:00:00,9.67,13.33,6.58,15.52,0.05,12.64,0.88,12.12,79.25,0.95,,18.0,5,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,16.12,13.33,19.4,2.5,12.64,19.4,Good
2025-01-01 06:00:00,9.0,12.0,4.98,14.67,0.03,12.59,0.85,11.92,79.0,0.75,,52.5,6,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,15.0,12.0,18.34,1.5,12.59,18.34,Good
2025-01-01 07:00:00,9.67,13.0,4.46,13.3,0.12,12.45,0.64,11.82,78.25,0.82,,20.25,7,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,16.12,13.0,16.62,6.0,12.45,16.62,Good
2025-01-01 08:00:00,13.0,17.33,4.95,13.19,0.12,13.72,0.64,11.93,77.75,0.75,,36.75,8,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,21.67,17.33,16.49,6.0,13.72,21.67,Good
2025-01-01 09:00:00,17.33,22.33,3.78,12.9,0.19,12.84,0.64,12.27,76.25,0.7,,60.25,9,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,28.88,22.33,16.12,9.5,12.84,28.88,Good
2025-01-01 10:00:00,18.33,23.67,6.09,11.0,0.22,13.57,0.64,13.03,74.25,0.68,,122.25,10,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,30.55,23.67,13.75,11.0,13.57,30.55,Good
2025-01-01 11:00:00,19.0,25.0,7.69,11.07,0.11,13.52,0.64,13.82,71.0,1.3,,281.0,11,1,1,Jan,Wednesday,False,Winter,Morning,ardhali_bazar,31.67,25.0,13.84,5.5,13.52,31.67,Good
2025-01-01 12:00:00,14.67,18.67,7.01,12.66,0.11,14.41,0.64,14.72,68.5,1.05,,340.5,12,1,1,Jan,Wednesday,False,Winter,Afternoon,ardhali_bazar,24.45,18.67,15.82,5.5,14.41,24.45,Good
2025-01-01 13:00:00,14.67,19.0,6.21,12.84,0.01,13.57,0.75,15.05,67.75,1.2,,165.5,13,1,1,Jan,Wednesday,False,Winter,Afternoon,ardhali_bazar,24.45,19.0,16.05,0.5,13.57,24.45,Good
2025-01-01 14:00:00,16.67,21.67,5.41,13.54,0.03,14.46,0.75,15.2,67.25,1.2,,101.25,14,1,1,Jan,Wednesday,False,Winter,Afternoon,ardhali_bazar,27.78,21.67,16.92,1.5,14.46,27.78,Good
2025-01-01 15:00:00,18.33,23.67,4.46,13.3,0.16,13.72,0.64,14.85,68.25,1.1,,64.5,15,1,1,Jan,Wednesday,False,Winter,Afternoon,ardhali_bazar,30.55,23.67,16.62,8.0,13.72,30.55,Good
2025-01-01 16:00:00,19.67,25.67,4.4,14.32,0.16,14.7,0.85,14.25,70.0,0.77,,32.0,16,1,1,Jan,Wednesday,False,Winter,Afternoon,ardhali_bazar,32.78,25.67,17.9,8.0,14.7,32.78,Good
2025-01-01 17:00:00,21.67,28.0,4.27,14.28,0.18,14.31,0.88,13.52,72.33,0.57,,18.0,17,1,1,Jan,Wednesday,False,Winter,Evening,ardhali_bazar,36.12,28.0,17.85,9.0,14.31,36.12,Good
2025-01-01 18:00:00,25.33,33.0,3.51,13.27,0.26,15.29,0.75,15.85,74.5,0.52,,18.0,18,1,1,Jan,Wednesday,False,Winter,Evening,ardhali_bazar,42.22,33.0,16.59,13.0,15.29,42.22,Good
2025-01-01 19:00:00,32.33,42.33,4.4,14.08,0.24,16.86,0.72,12.55,77.0,0.52,,18.0,19,1,1,Jan,Wednesday,False,Winter,Evening,ardhali_bazar,54.81,42.33,17.6,12.0,16.86,54.81,Satisfactory
2025-01-01 20:00:00,36.33,47.67,4.09,13.62,0.27,17.79,0.75,12.02,78.75,0.52,,379.25,20,1,1,Jan,Wednesday,False,Winter,Evening,ardhali_bazar,61.34,47.67,17.02,13.5,17.79,61.34,Satisfactory
2025-01-01 21:00:00,34.0,44.0,3.47,12.38,0.23,16.56,0.64,11.67,79.25,0.38,,18.0,21,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,57.53,44.0,15.48,11.5,16.56,57.53,Satisfactory
2025-01-01 22:00:00,32.0,41.67,3.6,12.49,0.17,17.4,0.64,11.27,80.75,1.45,,18.0,22,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,54.27,41.67,15.61,8.5,17.4,54.27,Satisfactory
2025-01-01 23:00:00,32.33,41.67,3.87,12.05,0.26,17.64,0.64,10.62,86.0,0.3,,18.0,23,1,1,Jan,Wednesday,False,Winter,Night,ardhali_bazar,54.81,41.67,15.06,13.0,17.64,54.81,Satisfactory
2025-01-02 00:00:00,32.0,41.75,3.32,12.49,0.27,17.79,0.64,13.05,84.67,0.3,,357.5,0,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,54.27,41.75,15.61,13.5,17.79,54.27,Satisfactory
2025-01-02 01:00:00,29.0,38.0,3.57,11.07,0.29,16.56,0.64,12.95,86.0,0.3,,51.25,1,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,48.33,38.0,13.84,14.5,16.56,48.33,Good
2025-01-02 02:00:00,28.0,36.67,3.41,13.19,0.35,15.14,0.85,9.9,86.75,0.3,,18.0,2,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,46.67,36.67,16.49,17.5,15.14,46.67,Good
2025-01-02 03:00:00,25.67,33.67,3.32,16.77,0.24,15.04,0.96,9.68,87.67,0.3,,18.0,3,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,42.78,33.67,20.96,12.0,15.04,42.78,Good
2025-01-02 04:00:00,24.67,32.67,3.23,14.76,0.22,14.8,0.96,9.58,89.0,0.32,,18.0,4,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,41.12,32.67,18.45,11.0,14.8,41.12,Good
2025-01-02 05:00:00,23.67,31.33,3.14,13.3,0.24,15.34,0.64,9.82,88.5,0.32,,51.75,5,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,39.45,31.33,16.62,12.0,15.34,39.45,Good
2025-01-02 06:00:00,24.33,31.67,3.66,14.67,0.13,16.22,0.85,9.38,90.0,0.3,,18.0,6,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,40.55,31.67,18.34,6.5,16.22,40.55,Good
2025-01-02 07:00:00,27.33,35.67,4.4,15.13,0.22,16.56,0.96,9.52,90.75,0.3,,74.0,7,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,45.55,35.67,18.91,11.0,16.56,45.55,Good
2025-01-02 08:00:00,28.33,37.33,4.37,13.36,0.24,17.93,0.75,10.8,87.5,0.3,,96.5,8,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,47.22,37.33,16.7,12.0,17.93,47.22,Good
2025-01-02 09:00:00,32.0,42.0,4.83,12.25,0.27,19.16,0.64,11.72,85.0,0.55,,90.75,9,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,54.27,42.0,15.31,13.5,19.16,54.27,Satisfactory
2025-01-02 10:00:00,37.5,49.5,4.03,13.62,0.39,19.21,0.64,12.52,83.0,0.32,,81.75,10,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,63.25,49.5,17.02,19.5,19.21,63.25,Satisfactory
2025-01-02 11:00:00,34.33,45.33,3.38,14.54,0.24,16.95,0.88,13.15,79.5,0.5,,107.5,11,2,1,Jan,Thursday,False,Winter,Morning,ardhali_bazar,58.07,45.33,18.17,12.0,16.95,58.07,Satisfactory
2025-01-02 12:00:00,28.0,36.33,3.69,14.24,0.23,16.46,0.85,13.68,76.5,0.57,,156.0,12,2,1,Jan,Thursday,False,Winter,Afternoon,ardhali_bazar,46.67,36.33,17.8,11.5,16.46,46.67,Good
2025-01-02 13:00:00,25.33,32.33,3.32,12.84,0.3,14.75,0.96,14.32,73.75,0.73,,144.0,13,2,1,Jan,Thursday,False,Winter,Afternoon,ardhali_bazar,42.22,32.33,16.05,15.0,14.75,42.22,Good
2025-01-02 14:00:00,24.33,31.67,4.49,14.58,0.18,16.07,0.85,14.82,72.25,0.75,,118.5,14,2,1,Jan,Thursday,False,Winter,Afternoon,ardhali_bazar,40.55,31.67,18.23,9.0,16.07,40.55,Good
2025-01-02 15:00:00,25.33,33.0,3.32,13.3,0.24,16.46,0.64,15.15,71.75,0.58,,83.25,15,2,1,Jan,Thursday,False,Winter,Afternoon,ardhali_bazar,42.22,33.0,16.62,12.0,16.46,42.22,Good
2025-01-02 16:00:00,25.67,33.0,3.63,12.49,0.24,14.99,0.64,14.58,73.0,0.68,,384.5,16,2,1,Jan,Thursday,False,Winter,Afternoon,ardhali_bazar,42.78,33.0,15.61,12.0,14.99,42.78,Good
2025-01-02 17:00:00,26.67,35.0,3.72,11.99,0.25,16.07,0.64,16.92,75.75,0.48,,18.0,17,2,1,Jan,Thursday,False,Winter,Evening,ardhali_bazar,44.45,35.0,14.99,12.5,16.07,44.45,Good
2025-01-02 18:00:00,31.75,41.25,3.66,11.09,0.36,17.35,0.64,13.25,78.25,0.5,,18.0,18,2,1,Jan,Thursday,False,Winter,Evening,ardhali_bazar,53.86,41.25,13.86,18.0,17.35,53.86,Satisfactory
2025-01-02 19:00:00,41.33,53.67,3.32,12.05,0.31,18.03,0.64,12.7,81.0,0.4,,18.0,19,2,1,Jan,Thursday,False,Winter,Evening,ardhali_bazar,69.51,54.6,15.06,15.5,18.03,69.51,Satisfactory
2025-01-02 20:00:00,48.25,63.0,3.63,12.05,0.32,18.42,0.64,15.18,84.0,1.4,,53.5,20,2,1,Jan,Thursday,False,Winter,Evening,ardhali_bazar,80.81,63.74,15.06,16.0,18.42,80.81,Satisfactory
2025-01-02 21:00:00,45.0,59.33,4.03,12.25,0.37,18.67,0.64,12.2,85.5,0.38,,365.75,21,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,75.5,60.14,15.31,18.5,18.67,75.5,Satisfactory
2025-01-02 22:00:00,47.33,62.0,5.44,12.58,0.32,18.91,0.64,11.6,87.25,0.42,,18.0,22,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,79.31,62.76,15.72,16.0,18.91,79.31,Satisfactory
2025-01-02 23:00:00,43.5,57.25,3.72,12.12,0.36,20.34,0.64,11.23,86.0,0.3,,18.0,23,2,1,Jan,Thursday,False,Winter,Night,ardhali_bazar,73.05,58.1,15.15,18.0,20.34,73.05,Satisfactory
2025-01-03 00:00:00,40.5,53.0,3.08,11.88,0.34,19.8,0.64,10.98,86.5,0.3,,18.0,0,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,68.15,53.94,14.85,17.0,19.8,68.15,Satisfactory
2025-01-03 01:00:00,35.0,45.75,3.17,11.27,0.32,17.69,0.64,10.73,87.0,0.3,,18.0,1,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,59.17,45.75,14.09,16.0,17.69,59.17,Satisfactory
2025-01-03 02:00:00,31.67,41.67,3.2,14.76,0.34,18.33,0.85,10.45,88.5,0.3,,52.0,2,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,53.73,41.67,18.45,17.0,18.33,53.73,Satisfactory
2025-01-03 03:00:00,32.0,42.33,3.29,18.14,0.33,16.61,0.96,9.7,90.33,0.3,,375.25,3,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,54.27,42.33,22.68,16.5,16.61,54.27,Satisfactory
2025-01-03 04:00:00,33.5,44.25,3.6,15.81,0.34,17.3,0.85,9.4,91.75,0.3,,18.0,4,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,56.72,44.25,19.76,17.0,17.3,56.72,Satisfactory
2025-01-03 05:00:00,32.0,42.0,3.69,13.23,0.31,17.3,0.64,9.25,93.0,0.3,,18.0,5,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,54.27,42.0,16.54,15.5,17.3,54.27,Satisfactory
2025-01-03 06:00:00,31.25,41.0,3.51,10.57,0.26,16.02,0.64,8.75,93.33,1.4,,18.0,6,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,53.04,41.0,13.21,13.0,16.02,53.04,Satisfactory
2025-01-03 07:00:00,29.5,38.5,4.0,7.86,0.3,18.28,0.4,8.75,95.0,0.3,,26.5,7,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,49.17,38.5,9.83,15.0,18.28,49.17,Good
2025-01-03 08:00:00,32.75,42.25,5.93,11.18,0.32,18.47,0.53,9.37,94.75,0.35,,65.75,8,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,55.49,42.25,13.97,16.0,18.47,55.49,Satisfactory
2025-01-03 09:00:00,39.25,50.75,7.23,13.17,0.34,19.21,0.64,13.27,92.25,0.55,,152.75,9,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,66.11,51.73,16.46,17.0,19.21,66.11,Satisfactory
2025-01-03 10:00:00,43.5,56.5,7.16,16.07,0.4,22.05,0.96,12.4,87.25,0.78,,264.25,10,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,73.05,57.37,20.09,20.0,22.05,73.05,Satisfactory
2025-01-03 11:00:00,43.5,56.0,4.27,19.58,0.44,27.93,1.12,17.77,83.5,0.8,,276.25,11,3,1,Jan,Friday,False,Winter,Morning,ardhali_bazar,73.05,56.88,24.47,22.0,27.93,73.05,Satisfactory
2025-01-03 12:00:00,38.0,49.0,3.87,12.66,0.47,24.74,0.75,14.35,80.5,0.88,,204.75,12,3,1,Jan,Friday,False,Winter,Afternoon,ardhali_bazar,64.07,49.0,15.82,23.5,24.74,64.07,Satisfactory
2025-01-03 13:00:00,34.67,45.67,4.3,12.84,0.33,21.9,0.64,14.78,79.5,0.85,,162.5,13,3,1,Jan,Friday,False,Winter,Afternoon,ardhali_bazar,58.63,45.67,16.05,16.5,21.9,58.63,Satisfactory
2025-01-03 14:00:00,34.0,45.0,4.74,11.18,0.33,20.24,0.64,15.05,77.75,0.88,,125.5,14,3,1,Jan,Friday,False,Winter,Afternoon,ardhali_bazar,57.53,45.0,13.97,16.5,20.24,57.53,Satisfactory
2025-01-03 15:00:00,34.25,45.0,4.86,11.72,0.33,18.96,0.64,17.62,78.25,0.65,,70.25,15,3,1,Jan,Friday,False,Winter,Afternoon,ardhali_bazar,57.94,45.0,14.65,16.5,18.96,57.94,Satisfactory
2025-01-03 16:00:00,35.25,45.75,3.97,10.04,0.34,19.75,0.64,14.4,79.75,0.52,,32.0,16,3,1,Jan,Friday,False,Winter,Afternoon,ardhali_bazar,59.58,45.75,12.55,17.0,19.75,59.58,Satisfactory
2025-01-03 17:00:00,36.0,47.75,3.84,10.74,0.2,19.35,0.64,13.43,82.5,0.6,,18.0,17,3,1,Jan,Friday,False,Winter,Evening,ardhali_bazar,60.8,47.75,13.43,10.0,19.35,60.8,Satisfactory
2025-01-03 18:00:00,36.5,47.75,4.52,12.4,0.14,17.35,0.64,12.38,86.25,0.52,,18.0,18,3,1,Jan,Friday,False,Winter,Evening,ardhali_bazar,61.62,47.75,15.5,7.0,17.35,61.62,Satisfactory
2025-01-03 19:00:00,39.75,52.0,3.94,12.71,0.34,17.49,0.64,12.05,87.75,0.52,,52.5,19,3,1,Jan,Friday,False,Winter,Evening,ardhali_bazar,66.92,52.96,15.89,17.0,17.49,66.92,Satisfactory
2025-01-03 20:00:00,43.0,55.5,4.64,11.7,0.35,17.0,0.64,11.95,88.25,0.5,,18.0,20,3,1,Jan,Friday,False,Winter,Evening,ardhali_bazar,72.23,56.39,14.62,17.5,17.0,72.23,Satisfactory
2025-01-03 21:00:00,36.25,47.0,4.43,11.72,0.28,17.44,0.64,11.73,88.75,0.48,,52.25,21,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,61.21,47.0,14.65,14.0,17.44,61.21,Satisfactory
2025-01-03 22:00:00,33.75,43.75,4.12,12.84,0.23,16.71,0.64,11.48,90.5,0.62,,18.0,22,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,57.12,43.75,16.05,11.5,16.71,57.12,Satisfactory
2025-01-03 23:00:00,33.0,43.0,3.17,12.05,0.31,16.61,0.64,11.52,91.0,0.48,,425.0,23,3,1,Jan,Friday,False,Winter,Night,ardhali_bazar,55.9,43.0,15.06,15.5,16.61,55.9,Satisfactory
2025-01-04 00:00:00,32.75,42.75,3.75,13.19,0.3,16.9,0.64,11.55,90.5,0.55,,18.0,0,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,55.49,42.75,16.49,15.0,16.9,55.49,Satisfactory
2025-01-04 01:00:00,32.785714285714285,,3.67,12.84,0.33285714285714285,16.865714285714283,0.6628571428571429,11.564285714285715,89.78571428571429,0.5142857142857143,,18.428571428571427,1,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,55.55,,16.05,16.64,16.87,55.55,Satisfactory
2025-01-04 02:00:00,32.82142857142857,,3.59,12.84,0.3657142857142857,16.83142857142857,0.6857142857142857,11.57857142857143,89.07142857142857,0.4785714285714286,,18.857142857142858,2,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,55.61,,16.05,18.29,16.83,55.61,Satisfactory
2025-01-04 03:00:00,32.857142857142854,,3.51,12.84,0.3985714285714286,16.797142857142855,0.7085714285714286,11.592857142857143,88.35714285714286,0.4428571428571429,,19.285714285714285,3,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,55.67,,16.05,19.93,16.8,55.67,Satisfactory
2025-01-04 04:00:00,32.89285714285714,,5.54,12.84,,,0.75,11.607142857142858,87.64285714285714,,,18.0,4,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,55.72,,16.05,,,55.72,Satisfactory
2025-01-04 05:00:00,32.92857142857143,,5.66,12.84,,,0.72,11.621428571428572,86.92857142857143,,,18.0,5,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,55.78,,16.05,,,55.78,Satisfactory
2025-01-04 06:00:00,32.964285714285715,,5.69,12.84,,,0.75,11.635714285714286,86.21428571428571,,,24.5,6,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,55.84,,16.05,,,55.84,Satisfactory
2025-01-04 07:00:00,33.0,74.33,5.555,13.76,0.53,16.66,0.8,11.65,85.5,0.3,,21.0,7,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,55.9,74.84,17.2,26.5,16.66,74.84,Satisfactory
2025-01-04 08:00:00,61.25,139.0,3.11,13.8,0.49,23.62,0.75,11.88,84.5,0.3,,38.0,8,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,103.04,126.74,17.25,24.5,23.62,126.74,Moderate
2025-01-04 09:00:00,8.0,18.75,3.35,12.05,0.26,23.13,0.64,12.38,82.75,0.35,,63.5,9,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,13.33,18.75,15.06,13.0,23.13,23.13,Good
2025-01-04 10:00:00,8.0,18.25,4.74,13.71,0.28,23.18,0.75,12.65,81.25,0.5,,82.25,10,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,13.33,18.25,17.14,14.0,23.18,23.18,Good
2025-01-04 11:00:00,26.75,36.75,3.84,14.87,0.29,21.12,0.96,13.17,79.75,0.62,,103.75,11,4,1,Jan,Saturday,True,Winter,Morning,ardhali_bazar,44.58,36.75,18.59,14.5,21.12,44.58,Good
2025-01-04 12:00:00,26.25,36.25,3.97,14.76,0.17,18.38,0.96,14.18,77.25,0.65,,154.0,12,4,1,Jan,Saturday,True,Winter,Afternoon,ardhali_bazar,43.75,36.25,18.45,8.5,18.38,43.75,Good
2025-01-04 13:00:00,27.25,37.5,4.6450000000000005,12.84,0.25,16.56,0.85,15.02,74.25,0.9,,171.0,13,4,1,Jan,Saturday,True,Winter,Afternoon,ardhali_bazar,45.42,37.5,16.05,12.5,16.56,45.42,Good
2025-01-04 14:00:00,28.0,38.75,5.32,14.15,0.31,16.07,0.75,14.8,74.0,1.08,,455.25,14,4,1,Jan,Saturday,True,Winter,Afternoon,ardhali_bazar,46.67,38.75,17.69,15.5,16.07,46.67,Good
2025-01-04 15:00:00,26.75,36.5,4.43,14.34,0.31,14.9,0.8,14.4,74.75,0.9,,68.75,15,4,1,Jan,Saturday,True,Winter,Afternoon,ardhali_bazar,44.58,36.5,17.93,15.5,14.9,44.58,Good
2025-01-04 16:00:00,22.75,31.5,4.58,13.54,0.3,14.85,0.75,13.18,79.0,0.8,,32.25,16,4,1,Jan,Saturday,True,Winter,Afternoon,ardhali_bazar,37.92,31.5,16.92,15.0,14.85,37.92,Good
2025-01-04 17:00:00,23.0,31.5,4.24,12.9,0.23,15.83,0.64,12.32,81.75,0.57,,18.0,17,4,1,Jan,Saturday,True,Winter,Evening,ardhali_bazar,38.33,31.5,16.12,11.5,15.83,38.33,Good
2025-01-04 18:00:00,26.25,36.25,3.84,12.05,0.24,16.56,0.64,11.85,83.5,0.42,,18.0,18,4,1,Jan,Saturday,True,Winter,Evening,ardhali_bazar,43.75,36.25,15.06,12.0,16.56,43.75,Good
2025-01-04 19:00:00,27.75,38.0,3.14,10.94,0.33,17.4,0.64,11.42,85.5,0.55,,18.0,19,4,1,Jan,Saturday,True,Winter,Evening,ardhali_bazar,46.25,38.0,13.67,16.5,17.4,46.25,Good
2025-01-04 20:00:00,29.0,39.75,2.95,13.1,0.34,17.2,0.75,11.23,86.75,0.4,,51.25,20,4,1,Jan,Saturday,True,Winter,Evening,ardhali_bazar,48.33,39.75,16.38,17.0,17.2,48.33,Good
2025-01-04 21:00:00,26.5,36.75,2.98,13.95,0.31,17.44,0.72,10.95,87.75,0.4,,18.0,21,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,44.17,36.75,17.44,15.5,17.44,44.17,Good
2025-01-04 22:00:00,28.0,39.0,2.95,13.1,0.34,17.59,0.64,10.45,89.5,0.3,,18.0,22,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,46.67,39.0,16.38,17.0,17.59,46.67,Good
2025-01-04 23:00:00,29.0,40.5,9.53,9.37,0.43,16.32,0.48,10.1,90.75,0.3,,18.0,23,4,1,Jan,Saturday,True,Winter,Night,ardhali_bazar,48.33,40.5,11.71,21.5,16.32,48.33,Good
2025-01-05 00:00:00,32.25,45.0,8.73,10.39,0.48,16.66,0.53,10.12,91.25,0.3,,18.0,0,5,1,Jan,Sunday,True,Winter,Night,ardhali_bazar,54.67,45.0,12.99,24.0,16.66,54.67,Satisfactory
2025-01-05 01:00:00,33.0,45.0,7.96,12.38,0.41,16.37,0.64,10.0,92.0,1.42,,52.5,1,5,1,Jan,Sunday,True,Winter,Night,ardhali_bazar,55.9,45.0,15.48,20.5,16.37,55.9,Satisfactory
2025-01-05 02:00:00,31.25,42.75,3.81,11.96,0.4,17.1,0.64,10.07,92.0,1.42,,18.0,2,5,1,Jan,Sunday,True,Winter,Night,ardhali_bazar,53.04,42.75,14.95,20.0,17.1,53.04,Satisfactory
2025-01-05 03:00:00,26.75,37.0,3.69,13.69,0.34,16.76,0.8,9.8,92.25,0.3,,18.0,3,5,1,Jan,Sunday,True,Winter,Night,ardhali_bazar,44.58,37.0,17.11,17.0,16.76,44.58,Good
2025-01-05 04:00:00,28.75,39.5,3.87,14.85,0.33,16.66,0.85,10.18,91.75,0.32,,369.0,4,5,1,Jan,Sunday,True,Winter,Night,ardhali_bazar,47.92,39.5,18.56,16.5,16.66,47.92,Good
2025-01-05 05:00:00,28.33,38.67,4.24,14.74,0.36,17.79,0.96,10.2,91.67,0.68,,18.0,5,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,47.22,38.67,18.43,18.0,17.79,47.22,Good
2025-01-05 06:00:00,28.75,39.75,3.44,11.96,0.36,16.32,0.64,10.45,92.75,0.65,,18.0,6,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,47.92,39.75,14.95,18.0,16.32,47.92,Good
2025-01-05 07:00:00,28.0,38.75,3.54,8.71,0.44,15.73,0.48,10.47,94.0,0.68,,21.0,7,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,46.67,38.75,10.89,22.0,15.73,46.67,Good
2025-01-05 08:00:00,28.5,39.0,4.15,10.31,0.46,15.78,0.53,10.77,94.0,0.65,,381.0,8,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,47.5,39.0,12.89,23.0,15.78,47.5,Good
2025-01-05 09:00:00,31.25,43.5,4.09,12.77,0.37,16.27,0.64,11.32,93.5,0.65,,49.0,9,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,53.04,43.5,15.96,18.5,16.27,53.04,Satisfactory
2025-01-05 10:00:00,35.25,48.5,4.24,10.65,0.37,16.56,0.64,11.88,91.5,0.57,,58.75,10,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,59.58,48.5,13.31,18.5,16.56,59.58,Satisfactory
2025-01-05 11:00:00,37.5,52.0,4.27,10.74,0.21,17.2,0.64,12.73,89.5,0.75,,98.75,11,5,1,Jan,Sunday,True,Winter,Morning,ardhali_bazar,63.25,52.96,13.43,10.5,17.2,63.25,Satisfactory
2025-01-05 12:00:00,40.5,56.0,3.78,13.54,0.21,18.18,0.64,13.08,88.0,1.2,,90.75,12,5,1,Jan,Sunday,True,Winter,Afternoon,ardhali_bazar,68.15,56.88,16.92,10.5,18.18,68.15,Satisfactory
2025-01-05 13:00:00,35.25,49.0,5.04,12.84,0.34,16.95,0.64,13.2,88.0,1.2,,434.0,13,5,1,Jan,Sunday,True,Winter,Afternoon,ardhali_bazar,59.58,49.0,16.05,17.0,16.95,59.58,Satisfactory
2025-01-05 14:00:00,33.0,46.0,4.03,15.2,0.36,18.33,0.85,13.1,88.0,1.03,,98.75,14,5,1,Jan,Sunday,True,Winter,Afternoon,ardhali_bazar,55.9,46.0,19.0,18.0,18.33,55.9,Satisfactory
2025-01-05 15:00:00,32.5,45.0,3.32,17.03,0.44,16.76,0.96,13.18,88.0,0.8,,56.25,15,5,1,Jan,Sunday,True,Winter,Afternoon,ardhali_bazar,55.08,45.0,21.29,22.0,16.76,55.08,Satisfactory
2025-01-05 16:00:00,31.5,42.75,3.35,15.55,0.45,16.37,0.85,13.13,90.5,1.02,,26.75,16,5,1,Jan,Sunday,True,Winter,Afternoon,ardhali_bazar,53.45,42.75,19.44,22.5,16.37,53.45,Satisfactory
