Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-01-01 00:00:00,16.50,21.75,3.57,21.85,8.52,NA,12.58,0.16,13.96,0.64,1.13,0.87,NA,NA,NA,15.80,80.75,0.75,200.50,NA,NA,18.00,736.00,-0.24
2025-01-01 01:00:00,16.67,22.33,3.51,21.24,8.35,NA,11.86,0.26,12.64,0.64,1.13,0.76,NA,NA,NA,12.92,82.50,1.00,201.75,NA,NA,18.00,737.00,-0.23
2025-01-01 02:00:00,13.33,18.00,3.84,20.21,8.25,NA,13.76,0.24,12.69,0.80,1.13,0.87,NA,NA,NA,12.77,80.33,0.73,198.75,NA,NA,18.00,737.00,-0.23
2025-01-01 03:00:00,11.67,15.33,5.60,20.40,9.43,NA,15.85,0.10,12.89,0.96,1.51,1.08,NA,NA,NA,12.48,80.25,0.88,197.75,NA,NA,18.00,737.75,-0.23
2025-01-01 04:00:00,10.67,14.00,4.61,19.50,8.52,NA,14.67,0.11,12.74,0.96,1.38,0.87,NA,NA,NA,12.30,80.50,0.85,201.00,NA,NA,51.25,785.50,-0.23
2025-01-01 05:00:00,9.67,13.33,6.58,20.87,10.25,NA,15.52,0.05,12.64,0.88,1.51,0.98,NA,NA,NA,12.12,79.25,0.95,196.50,NA,NA,18.00,737.50,-0.36
2025-01-01 06:00:00,9.00,12.00,4.98,20.30,9.02,NA,14.67,0.03,12.59,0.85,1.26,1.01,NA,NA,NA,11.92,79.00,0.75,199.75,NA,NA,52.50,736.75,-0.23
2025-01-01 07:00:00,9.67,13.00,4.46,20.96,8.88,NA,13.30,0.12,12.45,0.64,1.13,0.87,NA,NA,NA,11.82,78.25,0.82,199.50,NA,NA,20.25,736.00,-0.23
2025-01-01 08:00:00,13.00,17.33,4.95,20.92,9.18,NA,13.19,0.12,13.72,0.64,1.13,0.87,NA,NA,NA,11.93,77.75,0.75,191.25,NA,NA,36.75,779.25,-0.23
2025-01-01 09:00:00,17.33,22.33,3.78,22.37,8.80,NA,12.90,0.19,12.84,0.64,1.13,0.87,NA,NA,NA,12.27,76.25,0.70,196.75,NA,NA,60.25,738.50,-0.23
2025-01-01 10:00:00,18.33,23.67,6.09,22.37,10.35,NA,11.00,0.22,13.57,0.64,1.13,0.87,NA,NA,NA,13.03,74.25,0.68,200.25,NA,NA,122.25,734.25,-0.24
2025-01-01 11:00:00,19.00,25.00,7.69,21.81,11.25,NA,11.07,0.11,13.52,0.64,1.13,0.76,NA,NA,NA,13.82,71.00,1.30,207.25,NA,NA,281.00,734.75,-0.24
2025-01-01 12:00:00,14.67,18.67,7.01,23.08,11.18,NA,12.66,0.11,14.41,0.64,1.13,0.87,NA,NA,NA,14.72,68.50,1.05,220.25,NA,NA,340.50,734.50,-0.25
2025-01-01 13:00:00,14.67,19.00,NA,NA,NA,NA,NA,0.01,13.57,0.75,1.26,0.87,NA,NA,NA,15.05,67.75,1.20,202.00,NA,NA,165.50,736.00,-0.25
2025-01-01 14:00:00,16.67,21.67,5.41,24.77,10.60,NA,13.54,0.03,14.46,0.75,1.26,0.87,NA,NA,NA,15.20,67.25,1.20,199.75,NA,NA,101.25,737.00,-0.25
2025-01-01 15:00:00,18.33,23.67,4.46,25.52,10.18,NA,13.30,0.16,13.72,0.64,1.13,0.87,NA,NA,NA,14.85,68.25,1.10,199.25,NA,NA,64.50,826.25,-0.25
2025-01-01 16:00:00,19.67,25.67,4.40,24.82,9.93,NA,14.32,0.16,14.70,0.85,1.38,0.87,NA,NA,NA,14.25,70.00,0.77,199.75,NA,NA,32.00,824.00,-0.24
2025-01-01 17:00:00,21.67,28.00,4.27,25.10,9.93,NA,14.28,0.18,14.31,0.88,1.41,0.87,NA,NA,NA,13.52,72.33,0.57,197.00,NA,NA,18.00,781.50,-0.24
2025-01-01 18:00:00,25.33,33.00,3.51,24.35,9.18,NA,13.27,0.26,15.29,0.75,1.26,0.87,NA,NA,NA,15.85,74.50,0.52,193.50,NA,NA,18.00,738.00,-0.24
2025-01-01 19:00:00,32.33,42.33,4.40,24.25,9.80,NA,14.08,0.24,16.86,0.72,1.23,0.87,NA,NA,NA,12.55,77.00,0.52,195.50,NA,NA,18.00,780.50,-0.23
2025-01-01 20:00:00,36.33,47.67,4.09,23.69,9.40,NA,13.62,0.27,17.79,0.75,1.13,0.87,NA,NA,NA,12.02,78.75,0.52,196.50,NA,NA,379.25,737.00,-0.23
2025-01-01 21:00:00,34.00,44.00,3.47,23.17,8.88,NA,12.38,0.23,16.56,0.64,1.13,0.87,NA,NA,NA,11.67,79.25,0.38,196.25,NA,NA,18.00,737.00,-0.24
2025-01-01 22:00:00,32.00,41.67,3.60,21.81,8.50,NA,12.49,0.17,17.40,0.64,1.13,0.87,NA,NA,NA,11.27,80.75,1.45,185.50,NA,NA,18.00,741.50,-0.22
2025-01-01 23:00:00,32.33,41.67,3.87,22.61,8.98,NA,12.05,0.26,17.64,0.64,1.13,0.87,NA,NA,NA,10.62,86.00,0.30,196.50,NA,NA,18.00,738.00,-0.22
2025-01-02 00:00:00,32.00,41.75,3.32,21.43,8.28,NA,12.49,0.27,17.79,0.64,1.13,0.87,NA,NA,NA,13.05,84.67,0.30,216.50,NA,NA,357.50,738.75,-0.22
2025-01-02 01:00:00,29.00,38.00,3.57,21.20,8.38,NA,11.07,0.29,16.56,0.64,1.13,0.87,NA,NA,NA,12.95,86.00,0.30,197.00,NA,NA,51.25,739.00,-0.22
2025-01-02 02:00:00,28.00,36.67,3.41,21.71,8.40,NA,13.19,0.35,15.14,0.85,1.38,0.72,NA,NA,NA,9.90,86.75,0.30,205.00,NA,NA,18.00,739.00,-0.21
2025-01-02 03:00:00,25.67,33.67,3.32,20.49,7.98,NA,16.77,0.24,15.04,0.96,1.51,1.19,NA,NA,NA,9.68,87.67,0.30,207.50,NA,NA,18.00,739.75,-0.21
2025-01-02 04:00:00,24.67,32.67,3.23,20.16,7.85,NA,14.76,0.22,14.80,0.96,1.38,0.87,NA,NA,NA,9.58,89.00,0.32,199.00,NA,NA,18.00,740.00,-0.21
2025-01-02 05:00:00,23.67,31.33,3.14,20.07,7.75,NA,13.30,0.24,15.34,0.64,1.13,0.87,NA,NA,NA,9.82,88.50,0.32,204.00,NA,NA,51.75,739.25,-0.22
2025-01-02 06:00:00,24.33,31.67,3.66,19.65,7.98,NA,14.67,0.13,16.22,0.85,1.38,0.87,NA,NA,NA,9.38,90.00,0.30,178.50,NA,NA,18.00,738.50,-0.21
2025-01-02 07:00:00,27.33,35.67,4.40,19.88,8.55,NA,15.13,0.22,16.56,0.96,1.51,0.87,NA,NA,NA,9.52,90.75,0.30,189.75,NA,NA,74.00,737.50,-0.21
2025-01-02 08:00:00,28.33,37.33,4.37,20.59,8.72,NA,13.36,0.24,17.93,0.75,1.26,0.87,NA,NA,NA,10.80,87.50,0.30,185.25,NA,NA,96.50,735.75,-0.22
2025-01-02 09:00:00,32.00,42.00,4.83,22.80,9.65,NA,12.25,0.27,19.16,0.64,1.13,0.87,NA,NA,NA,11.72,85.00,0.55,208.25,NA,NA,90.75,735.00,-0.22
2025-01-02 10:00:00,37.50,49.50,4.03,26.98,10.32,NA,13.62,0.39,19.21,0.64,1.13,0.87,NA,NA,NA,12.52,83.00,0.32,194.75,NA,NA,81.75,735.00,-0.23
2025-01-02 11:00:00,34.33,45.33,3.38,23.41,8.85,NA,14.54,0.24,16.95,0.88,1.23,0.87,NA,NA,NA,13.15,79.50,0.50,218.25,NA,NA,107.50,735.25,-0.24
2025-01-02 12:00:00,28.00,36.33,3.69,21.34,8.50,NA,14.24,0.23,16.46,0.85,1.13,0.87,NA,NA,NA,13.68,76.50,0.57,206.75,NA,NA,156.00,736.50,-0.24
2025-01-02 13:00:00,25.33,32.33,3.32,21.06,8.20,NA,NA,0.30,14.75,0.96,1.38,0.87,NA,NA,NA,14.32,73.75,0.73,201.00,NA,NA,144.00,737.00,-0.24
2025-01-02 14:00:00,24.33,31.67,4.49,21.90,9.18,NA,14.58,0.18,16.07,0.85,1.38,0.87,NA,NA,NA,14.82,72.25,0.75,198.25,NA,NA,118.50,737.75,-0.25
2025-01-02 15:00:00,25.33,33.00,3.32,22.28,8.50,NA,13.30,0.24,16.46,0.64,1.13,0.87,NA,NA,NA,15.15,71.75,0.58,206.75,NA,NA,83.25,738.00,-0.25
2025-01-02 16:00:00,25.67,33.00,3.63,22.47,8.75,NA,12.49,0.24,14.99,0.64,1.13,0.87,NA,NA,NA,14.58,73.00,0.68,202.50,NA,NA,384.50,742.25,-0.24
2025-01-02 17:00:00,26.67,35.00,3.72,25.05,9.55,NA,11.99,0.25,16.07,0.64,1.13,0.87,NA,NA,NA,16.92,75.75,0.48,197.00,NA,NA,18.00,738.00,-0.24
2025-01-02 18:00:00,31.75,41.25,3.66,29.47,10.75,NA,11.09,0.36,17.35,0.64,1.13,0.72,NA,NA,NA,13.25,78.25,0.50,196.25,NA,NA,18.00,738.00,-0.24
2025-01-02 19:00:00,41.33,53.67,3.32,27.07,9.88,NA,12.05,0.31,18.03,0.64,1.13,0.87,NA,NA,NA,12.70,81.00,0.40,216.00,NA,NA,18.00,737.75,-0.23
2025-01-02 20:00:00,48.25,63.00,3.63,27.45,10.18,NA,12.05,0.32,18.42,0.64,1.13,0.87,NA,NA,NA,15.18,84.00,1.40,196.50,NA,NA,53.50,737.25,-0.23
2025-01-02 21:00:00,45.00,59.33,4.03,28.15,10.65,NA,12.25,0.37,18.67,0.64,1.13,0.87,NA,NA,NA,12.20,85.50,0.38,196.00,NA,NA,365.75,783.75,-0.23
2025-01-02 22:00:00,47.33,62.00,5.44,23.78,10.32,NA,12.58,0.32,18.91,0.64,1.13,0.87,NA,NA,NA,11.60,87.25,0.42,192.50,NA,NA,18.00,737.00,-0.23
2025-01-02 23:00:00,43.50,57.25,3.72,22.51,8.83,NA,12.12,0.36,20.34,0.64,1.13,0.87,NA,NA,NA,11.23,86.00,0.30,192.75,NA,NA,18.00,738.00,-0.22
2025-01-03 00:00:00,40.50,53.00,3.08,21.67,8.18,NA,11.88,0.34,19.80,0.64,1.13,0.87,NA,NA,NA,10.98,86.50,0.30,192.00,NA,NA,18.00,738.00,-0.22
2025-01-03 01:00:00,35.00,45.75,3.17,20.35,7.85,NA,11.27,0.32,17.69,0.64,1.13,0.76,NA,NA,NA,10.73,87.00,0.30,187.25,NA,NA,18.00,738.50,-0.22
2025-01-03 02:00:00,31.67,41.67,3.20,19.83,7.72,NA,14.76,0.34,18.33,0.85,1.38,1.01,NA,NA,NA,10.45,88.50,0.30,177.25,NA,NA,52.00,739.00,-0.35
2025-01-03 03:00:00,32.00,42.33,3.29,20.12,7.88,NA,18.14,0.33,16.61,0.96,1.88,1.30,NA,NA,NA,9.70,90.33,0.30,163.25,NA,NA,375.25,739.00,-0.21
2025-01-03 04:00:00,33.50,44.25,3.60,20.35,8.12,NA,15.81,0.34,17.30,0.85,1.51,1.01,NA,NA,NA,9.40,91.75,0.30,106.75,NA,NA,18.00,739.25,-0.21
2025-01-03 05:00:00,32.00,42.00,3.69,20.77,8.30,NA,13.23,0.31,17.30,0.64,1.13,0.87,NA,NA,NA,9.25,93.00,0.30,119.50,NA,NA,18.00,782.75,-0.21
2025-01-03 06:00:00,31.25,41.00,3.51,19.50,7.85,NA,10.57,0.26,16.02,0.64,1.01,0.72,NA,NA,NA,8.75,93.33,1.40,160.25,NA,NA,18.00,738.00,-0.21
2025-01-03 07:00:00,29.50,38.50,4.00,18.61,7.90,NA,7.86,0.30,18.28,0.40,0.75,0.43,NA,NA,NA,8.75,95.00,0.30,184.50,NA,NA,26.50,737.25,-0.21
2025-01-03 08:00:00,32.75,42.25,5.93,18.80,9.25,NA,11.18,0.32,18.47,0.53,1.01,0.72,NA,NA,NA,9.37,94.75,0.35,203.25,NA,NA,65.75,736.00,-0.21
2025-01-03 09:00:00,39.25,50.75,7.23,20.26,10.50,NA,13.17,0.34,19.21,0.64,1.13,0.87,NA,NA,NA,13.27,92.25,0.55,229.75,NA,NA,152.75,735.25,-0.22
2025-01-03 10:00:00,43.50,56.50,7.16,23.88,11.48,NA,16.07,0.40,22.05,0.96,1.51,1.01,NA,NA,NA,12.40,87.25,0.78,204.75,NA,NA,264.25,734.75,-0.36
2025-01-03 11:00:00,43.50,56.00,4.27,25.38,10.00,NA,19.58,0.44,27.93,1.12,1.88,1.30,NA,NA,NA,17.77,83.50,0.80,200.50,NA,NA,276.25,734.75,-0.24
2025-01-03 12:00:00,38.00,49.00,3.87,24.86,9.60,NA,12.66,0.47,24.74,0.75,1.26,0.87,NA,NA,NA,14.35,80.50,0.88,202.50,NA,NA,204.75,735.75,-0.24
2025-01-03 13:00:00,34.67,45.67,4.30,25.38,10.10,NA,NA,0.33,21.90,0.64,1.01,0.58,NA,NA,NA,14.78,79.50,0.85,204.00,NA,NA,162.50,737.00,-0.25
2025-01-03 14:00:00,34.00,45.00,4.74,25.52,10.38,NA,11.18,0.33,20.24,0.64,1.01,0.72,NA,NA,NA,15.05,77.75,0.88,206.00,NA,NA,125.50,781.50,-0.25
2025-01-03 15:00:00,34.25,45.00,4.86,25.80,10.52,NA,11.72,0.33,18.96,0.64,1.13,0.76,NA,NA,NA,17.62,78.25,0.65,210.00,NA,NA,70.25,738.25,-0.25
2025-01-03 16:00:00,35.25,45.75,3.97,25.57,9.85,NA,10.04,0.34,19.75,0.64,0.88,0.58,NA,NA,NA,14.40,79.75,0.52,225.75,NA,NA,32.00,739.00,-0.24
2025-01-03 17:00:00,36.00,47.75,3.84,23.97,9.35,NA,10.74,0.20,19.35,0.64,1.13,0.76,NA,NA,NA,13.43,82.50,0.60,221.50,NA,NA,18.00,789.00,-0.24
2025-01-03 18:00:00,36.50,47.75,4.52,24.25,9.82,NA,12.40,0.14,17.35,0.64,1.13,0.87,NA,NA,NA,12.38,86.25,0.52,193.50,NA,NA,18.00,739.00,-0.23
2025-01-03 19:00:00,39.75,52.00,3.94,24.16,9.40,NA,12.71,0.34,17.49,0.64,1.13,0.87,NA,NA,NA,12.05,87.75,0.52,197.00,NA,NA,52.50,738.25,-0.23
2025-01-03 20:00:00,43.00,55.50,4.64,23.45,9.72,NA,11.70,0.35,17.00,0.64,1.13,0.87,NA,NA,NA,11.95,88.25,0.50,197.50,NA,NA,18.00,738.00,-0.36
2025-01-03 21:00:00,36.25,47.00,4.43,22.56,9.32,NA,11.72,0.28,17.44,0.64,1.13,0.87,NA,NA,NA,11.73,88.75,0.48,195.75,NA,NA,52.25,738.00,-0.23
2025-01-03 22:00:00,33.75,43.75,4.12,21.57,8.85,NA,12.84,0.23,16.71,0.64,1.13,0.87,NA,NA,NA,11.48,90.50,0.62,200.50,NA,NA,18.00,782.75,-0.22
2025-01-03 23:00:00,33.00,43.00,3.17,21.38,8.15,NA,12.05,0.31,16.61,0.64,1.13,0.87,NA,NA,NA,11.52,91.00,0.48,201.00,NA,NA,425.00,738.00,-0.22
2025-01-04 00:00:00,32.75,42.75,3.75,20.59,8.30,NA,13.19,0.30,16.90,0.64,1.13,0.87,NA,NA,NA,11.55,90.50,0.55,201.50,NA,NA,18.00,782.75,-0.22
2025-01-04 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-01-04 07:00:00,33.00,74.33,NA,NA,NA,NA,13.76,0.53,16.66,0.80,1.32,0.87,NA,NA,NA,11.65,85.50,0.30,187.00,NA,NA,21.00,737.00,-0.22
2025-01-04 08:00:00,61.25,139.00,3.11,20.77,7.90,NA,13.80,0.49,23.62,0.75,1.26,0.87,NA,NA,NA,11.88,84.50,0.30,190.50,NA,NA,38.00,736.75,-0.23
2025-01-04 09:00:00,8.00,18.75,3.35,21.95,8.42,NA,12.05,0.26,23.13,0.64,1.13,0.87,NA,NA,NA,12.38,82.75,0.35,200.25,NA,NA,63.50,821.50,-0.23
2025-01-04 10:00:00,8.00,18.25,4.74,23.03,9.62,NA,13.71,0.28,23.18,0.75,1.26,0.87,NA,NA,NA,12.65,81.25,0.50,201.75,NA,NA,82.25,736.00,-0.23
2025-01-04 11:00:00,26.75,36.75,3.84,22.42,8.88,NA,14.87,0.29,21.12,0.96,1.51,0.87,NA,NA,NA,13.17,79.75,0.62,201.00,NA,NA,103.75,736.75,-0.24
2025-01-04 12:00:00,26.25,36.25,3.97,21.06,8.60,NA,14.76,0.17,18.38,0.96,1.51,0.87,NA,NA,NA,14.18,77.25,0.65,212.00,NA,NA,154.00,737.50,-0.24
2025-01-04 13:00:00,27.25,37.50,NA,NA,NA,NA,NA,0.25,16.56,0.85,1.13,0.87,NA,NA,NA,15.02,74.25,0.90,212.75,NA,NA,171.00,738.00,-0.25
2025-01-04 14:00:00,28.00,38.75,5.32,25.43,10.73,NA,14.15,0.31,16.07,0.75,1.26,0.87,NA,NA,NA,14.80,74.00,1.08,205.25,NA,NA,455.25,739.00,-0.25
2025-01-04 15:00:00,26.75,36.50,4.43,25.00,9.98,NA,14.34,0.31,14.90,0.80,1.32,0.87,NA,NA,NA,14.40,74.75,0.90,203.75,NA,NA,68.75,739.75,-0.38
2025-01-04 16:00:00,22.75,31.50,4.58,25.38,10.20,NA,13.54,0.30,14.85,0.75,1.13,0.87,NA,NA,NA,13.18,79.00,0.80,195.75,NA,NA,32.25,740.00,-0.24
2025-01-04 17:00:00,23.00,31.50,4.24,24.06,9.60,NA,12.90,0.23,15.83,0.64,1.13,0.87,NA,NA,NA,12.32,81.75,0.57,196.00,NA,NA,18.00,744.25,-0.23
2025-01-04 18:00:00,26.25,36.25,3.84,23.50,9.20,NA,12.05,0.24,16.56,0.64,1.13,0.87,NA,NA,NA,11.85,83.50,0.42,207.00,NA,NA,18.00,743.75,-0.23
2025-01-04 19:00:00,27.75,38.00,3.14,22.75,8.50,NA,10.94,0.33,17.40,0.64,1.13,0.76,NA,NA,NA,11.42,85.50,0.55,280.00,NA,NA,18.00,739.25,-0.24
2025-01-04 20:00:00,29.00,39.75,2.95,20.77,7.82,NA,13.10,0.34,17.20,0.75,1.13,0.87,NA,NA,NA,11.23,86.75,0.40,287.00,NA,NA,51.25,739.00,-0.22
2025-01-04 21:00:00,26.50,36.75,2.98,20.92,7.90,NA,13.95,0.31,17.44,0.72,1.13,0.87,NA,NA,NA,10.95,87.75,0.40,317.25,NA,NA,18.00,739.00,-0.36
2025-01-04 22:00:00,28.00,39.00,2.95,20.16,7.65,NA,13.10,0.34,17.59,0.64,1.13,0.87,NA,NA,NA,10.45,89.50,0.30,89.25,NA,NA,18.00,743.25,-0.35
2025-01-04 23:00:00,29.00,40.50,9.53,21.29,12.27,NA,9.37,0.43,16.32,0.48,0.94,0.65,NA,NA,NA,10.10,90.75,0.30,88.25,NA,NA,18.00,739.00,-0.22
2025-01-05 00:00:00,32.25,45.00,8.73,20.26,11.50,NA,10.39,0.48,16.66,0.53,1.01,0.72,NA,NA,NA,10.12,91.25,0.30,98.50,NA,NA,18.00,783.25,-0.22
2025-01-05 01:00:00,33.00,45.00,7.96,19.50,10.80,NA,12.38,0.41,16.37,0.64,1.13,0.87,NA,NA,NA,10.00,92.00,1.42,156.00,NA,NA,52.50,744.25,-0.22
2025-01-05 02:00:00,31.25,42.75,3.81,20.07,8.22,NA,11.96,0.40,17.10,0.64,1.13,0.87,NA,NA,NA,10.07,92.00,1.42,246.75,NA,NA,18.00,740.00,-0.22
2025-01-05 03:00:00,26.75,37.00,3.69,19.83,8.07,NA,13.69,0.34,16.76,0.80,1.32,0.87,NA,NA,NA,9.80,92.25,0.30,222.00,NA,NA,18.00,740.00,-0.21
2025-01-05 04:00:00,28.75,39.50,3.87,20.73,8.40,NA,14.85,0.33,16.66,0.85,1.38,0.87,NA,NA,NA,10.18,91.75,0.32,284.75,NA,NA,369.00,782.75,-0.22
2025-01-05 05:00:00,28.33,38.67,4.24,20.26,8.52,NA,14.74,0.36,17.79,0.96,1.51,0.87,NA,NA,NA,10.20,91.67,0.68,273.50,NA,NA,18.00,739.75,-0.22
2025-01-05 06:00:00,28.75,39.75,3.44,21.38,8.32,NA,11.96,0.36,16.32,0.64,1.13,0.87,NA,NA,NA,10.45,92.75,0.65,267.75,NA,NA,18.00,739.25,-0.22
2025-01-05 07:00:00,28.00,38.75,3.54,21.71,8.50,NA,8.71,0.44,15.73,0.48,0.85,0.43,NA,NA,NA,10.47,94.00,0.68,283.25,NA,NA,21.00,783.50,-0.22
2025-01-05 08:00:00,28.50,39.00,4.15,21.24,8.78,NA,10.31,0.46,15.78,0.53,1.01,0.72,NA,NA,NA,10.77,94.00,0.65,217.75,NA,NA,381.00,737.25,-0.22
2025-01-05 09:00:00,31.25,43.50,4.09,22.09,8.95,NA,12.77,0.37,16.27,0.64,1.13,0.87,NA,NA,NA,11.32,93.50,0.65,221.00,NA,NA,49.00,737.00,-0.22
2025-01-05 10:00:00,35.25,48.50,4.24,23.88,9.52,NA,10.65,0.37,16.56,0.64,1.01,0.72,NA,NA,NA,11.88,91.50,0.57,227.25,NA,NA,58.75,736.00,-0.23
2025-01-05 11:00:00,37.50,52.00,4.27,23.17,9.35,NA,10.74,0.21,17.20,0.64,1.04,0.65,NA,NA,NA,12.73,89.50,0.75,254.50,NA,NA,98.75,737.00,-0.23
2025-01-05 12:00:00,40.50,56.00,3.78,23.41,9.12,NA,13.54,0.21,18.18,0.64,1.13,0.87,NA,NA,NA,13.08,88.00,1.20,264.25,NA,NA,90.75,738.00,-0.24
2025-01-05 13:00:00,35.25,49.00,5.04,23.31,9.90,NA,NA,0.34,16.95,0.64,1.13,0.87,NA,NA,NA,13.20,88.00,1.20,241.25,NA,NA,434.00,738.50,-0.24
2025-01-05 14:00:00,33.00,46.00,4.03,22.94,9.12,NA,15.20,0.36,18.33,0.85,1.38,1.01,NA,NA,NA,13.10,88.00,1.03,287.50,NA,NA,98.75,739.00,-0.24
2025-01-05 15:00:00,32.50,45.00,3.32,23.03,8.70,NA,17.03,0.44,16.76,0.96,1.60,1.08,NA,NA,NA,13.18,88.00,0.80,227.25,NA,NA,56.25,739.25,-0.24
2025-01-05 16:00:00,31.50,42.75,3.35,21.20,8.20,NA,15.55,0.45,16.37,0.85,1.38,1.01,NA,NA,NA,13.13,90.50,1.02,223.75,NA,NA,26.75,740.00,-0.24
2025-01-05 17:00:00,33.00,45.25,3.26,21.29,8.15,NA,13.10,0.37,15.92,0.64,1.13,0.87,NA,NA,NA,12.98,89.25,0.68,255.50,NA,NA,18.00,784.25,-0.24
2025-01-05 18:00:00,32.75,45.50,3.23,21.29,8.18,NA,14.06,0.37,16.46,0.64,1.13,0.87,NA,NA,NA,12.92,89.75,0.65,208.50,NA,NA,18.00,739.75,-0.23
2025-01-05 19:00:00,32.00,44.25,2.95,19.93,7.60,NA,13.03,0.29,16.71,0.64,1.13,0.87,NA,NA,NA,12.88,90.33,0.45,158.75,NA,NA,18.00,743.25,-0.23
2025-01-05 20:00:00,32.50,45.25,2.89,19.88,7.55,NA,15.46,0.25,17.44,0.96,1.51,1.01,NA,NA,NA,12.72,91.25,0.38,141.75,NA,NA,18.00,738.00,-0.36
2025-01-05 21:00:00,35.00,47.75,4.18,21.95,8.98,NA,13.49,0.38,19.60,0.64,1.13,0.87,NA,NA,NA,12.58,92.00,0.30,141.25,NA,NA,18.00,781.75,-0.23
2025-01-05 22:00:00,39.00,54.25,6.33,21.67,10.35,NA,13.80,0.44,19.65,0.64,1.13,0.87,NA,NA,NA,12.48,92.25,0.30,181.75,NA,NA,18.00,738.75,-0.36
2025-01-05 23:00:00,41.75,57.50,9.59,22.61,12.75,NA,14.15,0.58,19.65,0.72,1.23,0.87,NA,NA,NA,12.38,92.67,0.32,147.00,NA,NA,18.00,739.50,-0.23
2025-01-06 00:00:00,40.00,55.00,6.24,22.51,10.48,NA,14.41,0.66,18.62,0.85,1.26,0.87,NA,NA,NA,12.20,93.00,0.62,157.25,NA,NA,18.00,739.75,-0.23
2025-01-06 01:00:00,36.67,51.33,4.80,22.18,9.45,NA,13.89,0.54,18.47,0.72,1.23,0.87,NA,NA,NA,12.17,93.00,0.42,191.00,NA,NA,18.00,740.00,-0.23
2025-01-06 02:00:00,35.75,49.50,5.04,21.53,9.45,NA,13.36,0.50,16.37,0.64,1.13,0.87,NA,NA,NA,12.07,94.00,0.50,198.25,NA,NA,52.00,740.75,-0.23
2025-01-06 03:00:00,35.25,48.50,5.35,19.88,9.15,NA,13.43,0.44,17.10,0.64,1.13,0.87,NA,NA,NA,14.85,94.00,1.65,163.75,NA,NA,18.00,745.25,-0.37
2025-01-06 04:00:00,36.00,50.00,5.66,19.32,9.17,NA,12.84,0.39,18.87,0.64,1.13,0.87,NA,NA,NA,12.08,94.00,0.45,188.00,NA,NA,54.25,741.00,-0.36
2025-01-06 05:00:00,35.75,49.75,6.58,19.18,9.80,NA,13.43,0.48,17.40,0.64,1.13,0.87,NA,NA,NA,11.98,94.00,0.32,174.00,NA,NA,18.00,741.00,-0.23
2025-01-06 06:00:00,35.00,49.00,7.07,19.03,10.05,NA,12.84,0.47,17.25,0.64,1.13,0.87,NA,NA,NA,12.05,94.00,0.70,258.00,NA,NA,18.00,740.75,-0.23
2025-01-06 07:00:00,35.25,49.25,5.32,19.08,8.95,NA,12.38,0.47,17.69,0.64,1.13,0.87,NA,NA,NA,12.12,94.00,0.32,206.75,NA,NA,18.50,739.25,-0.24
2025-01-06 08:00:00,35.75,49.50,4.58,20.44,8.85,NA,13.36,0.55,17.15,0.64,1.13,0.87,NA,NA,NA,12.20,94.75,0.42,249.25,NA,NA,382.25,738.75,-0.23
2025-01-06 09:00:00,40.75,56.00,5.29,20.73,9.35,NA,13.10,0.40,17.00,0.64,1.13,0.87,NA,NA,NA,12.62,94.00,1.58,257.50,NA,NA,50.25,737.50,-0.23
2025-01-06 10:00:00,56.75,78.50,4.98,23.31,9.90,NA,13.10,0.42,16.51,0.64,1.13,0.87,NA,NA,NA,13.32,92.00,1.78,230.25,NA,NA,91.25,738.00,-0.25
2025-01-06 11:00:00,51.00,71.00,5.60,24.06,10.52,NA,13.03,0.54,19.21,0.64,1.13,0.87,NA,NA,NA,14.25,88.50,0.70,225.50,NA,NA,150.75,738.00,-0.24
2025-01-06 12:00:00,45.00,62.00,5.26,22.89,9.95,NA,11.44,0.39,19.80,0.64,1.13,0.87,NA,NA,NA,15.30,85.50,0.72,244.00,NA,NA,206.75,738.50,-0.25
